Date,Close
,GOOG
2025-05-20,165.1215362548828
2025-05-21,169.8558349609375
2025-05-22,171.77352905273438
2025-05-23,169.3863983154297
2025-05-27,173.7711181640625
2025-05-28,173.17185974121094
2025-05-29,172.7523651123047
2025-05-30,172.64248657226562
2025-06-02,170.1654510498047
2025-06-03,167.5086669921875
2025-06-04,169.18663024902344
2025-06-05,169.6061248779297
2025-06-06,174.70999145507812
2025-06-09,177.6300048828125
2025-06-10,180.00999450683594
2025-06-11,178.7899932861328
2025-06-12,176.97000122070312
2025-06-13,175.8800048828125
2025-06-16,177.94000244140625
2025-06-17,177.22999572753906
2025-06-18,173.97999572753906
2025-06-20,167.72999572753906
2025-06-23,166.00999450683594
2025-06-24,167.74000549316406
2025-06-25,171.49000549316406
2025-06-26,174.42999267578125
2025-06-27,178.27000427246094
2025-06-30,177.38999938964844
2025-07-01,176.91000366210938
2025-07-02,179.75999450683594
2025-07-03,180.5500030517578
2025-07-07,177.55999755859375
2025-07-08,175.16000366210938
2025-07-09,177.66000366210938
2025-07-10,178.6999969482422
2025-07-11,181.30999755859375
2025-07-14,182.80999755859375
2025-07-15,183.10000610351562
2025-07-16,183.77000427246094
2025-07-17,184.6999969482422
2025-07-18,185.94000244140625
2025-07-21,191.14999389648438
2025-07-22,192.11000061035156
2025-07-23,191.50999450683594
2025-07-24,193.1999969482422
2025-07-25,194.0800018310547
2025-07-28,193.4199981689453
2025-07-29,196.42999267578125
2025-07-30,197.44000244140625
2025-07-31,192.86000061035156
2025-08-01,189.9499969482422
2025-08-04,195.75
2025-08-05,195.32000732421875
2025-08-06,196.9199981689453
2025-08-07,197.27999877929688
2025-08-08,202.08999633789062
2025-08-11,201.6300048828125
2025-08-12,204.16000366210938
2025-08-13,203.02999877929688
2025-08-14,203.82000732421875
2025-08-15,204.91000366210938
2025-08-18,204.2899932861328
2025-08-19,202.49000549316406
